Protein,Ligand,Diffdock,Total
Orai1WT-MDSnap-Fr499_cleaned,23F_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,251_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,256_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,268_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,269_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,26C_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,270_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,283_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,299_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,2C7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,2H3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,2HA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,2HP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,2OH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,328_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,36M_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,3FG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,3G3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,3HG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,3IM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,3MI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,3PO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,3RL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,3SY_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,416_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,41A_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,44B_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4AZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4BB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4BR_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4BZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4CB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4CH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4FA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4FC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4FP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4J8_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4KS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4MB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4ND_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4NL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4NP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4PG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4PI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4PN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4SM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4SO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,505_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,521_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,566_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,572_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,5AN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,5B3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,641_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,6BD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,6LH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,6LR_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,6WT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,787_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,791_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,7BD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,7N8_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,7TI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,80G_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,911_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,92G_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,949_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,9CA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,9Y6_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1AIA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1AIK_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1AT0_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1CR0_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1EEY_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1IPI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1JBL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1LWH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A26_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A3M_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A41_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A56_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AAN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ABN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AC0_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AC5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ACH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ADB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AEF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AES_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AHC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AL2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ALC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ALF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ALQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ALR_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AM4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AMC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AN1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ANL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ANN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,APF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,APG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,APL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ARL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ASR_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AST_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AX3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,B1V_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,B2F_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,B40_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BAS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BBS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BBT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BC1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BCE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BDB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BEK_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BET_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BEZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BFD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BFL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BHO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BHQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BIF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BIH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BIP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BMU_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BNF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BNS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BO3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BOS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BP4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BP6_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BPZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BRB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BRV_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BS4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BSB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BSU_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BTL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BTP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BU1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BUM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BZM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BZQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,C1R_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,C5U_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CAD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CAQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CAX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CBQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CCB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CCE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CDX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CEQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CHT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CHZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CIU_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CK4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CLT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CLU_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CNH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CO2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CO3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,COX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CP5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CPZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CRZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CUL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CVB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CXF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CXL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CXP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CYH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,D1D_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,D4G_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,D4P_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,D8W_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DBA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DBE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DBF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DBY_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DCD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DCO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DDP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DEP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DES_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DFA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DFP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DHR_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DIF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DII_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DIO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DMB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DMF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DMS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DMW_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DMZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DNQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DP4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DPJ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DPN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DPT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DQN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DSM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DTD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DTL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DTV_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DTY_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DXE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DXX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DZ1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DZ2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DZ3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DZZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,E1P_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,E4B_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,EAO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,EDN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,EF6_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,EI3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,EMR_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ENO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ESA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ETF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ETM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ETZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,EYK_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,F3F_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,F6B_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FAC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FBA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FBC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FBS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FBT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FBU_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FCR_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FFB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FGL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FHC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FLA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FNP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FOS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FPI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FPO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FUM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,G1L_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,G2H_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,G50_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GAI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GB5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GBN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GBS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GD7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GD8_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GG5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GHP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GJZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GP6_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GUA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GVC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GVN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GVO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GVQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GZB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,H11_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,H3P_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HAI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HBA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HC4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HCI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HFA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HFT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HFZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HG0_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HGB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HHH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HLT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HPH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HPP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HPQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HPS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HQE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HQQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HS6_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HS7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HXP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HY1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,I15_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IBO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IBP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IC1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IET_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IFP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IGL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ILW_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,INV_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IOE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IOF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IOL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IOY_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IPA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IPH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IS2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ISA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ISO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ISP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IXX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,J5Z_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,JAL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,JBC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,K94_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,KZF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,L02_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LAZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LCO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LCP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LJ1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LJ2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LJ3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LJ4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LJ5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LL2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LZ4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LZ8_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LZE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LZJ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LZK_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,M0N_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,M25_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,M28_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MAE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MAH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MAK_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MBN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MBO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MBT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MD7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MDD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MDN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MES_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MF3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MFG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MGR_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MLA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MLI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MM3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MMQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MNN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MNY_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MOO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MOS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MPB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MPO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MPX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MR4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MR5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MR6_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MRE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MSB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MSR_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MTN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MXT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,N2P_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,N4E_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,N5B_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,N6W_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NAF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NBU_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NDD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NEN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NEQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NFA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NHE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NIN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NIZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NNB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NNC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NNI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NO3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NPO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NTD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NYL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ODS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,OPP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,OSP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,OX3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,OX5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,OX6_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,OX7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,OXC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,OXD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,P2Z_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PAB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PAC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PB2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PBA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PBC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PBN_ideal,11,11
