Protein,Ligand,Diffdock,Total
Orai1WT-MDSnap-Fr499_cleaned,A4P_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A6L_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A86_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A8B_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AA2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AAF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AAO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ABC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ACG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ACQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ADV_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AGA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AH4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AHZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AIK_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AK1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AK2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AK3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AKA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AOE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AP5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AP8_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,APX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ARC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ARE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ARR_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,AUR_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,B18_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,B1M_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,B32_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,B3N_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,B8L_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,B96_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BA3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BBZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BFF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BH7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BL5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BLI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BLM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BN2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BN3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BN4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BN5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BO9_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BR4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BTX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BUI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BV1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BV2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,BV4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,C11_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,C1D_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,C1N_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,C3S_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,C41_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,C87_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,C8E_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,C90_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CA3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CA5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CAA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CAI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CAO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CBN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CBO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CC0_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CCQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CDA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CDB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CDD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CDU_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CG2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CLL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CM1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CM2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CM5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CNA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CND_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CNS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CO8_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,COA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,COD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,COF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,COS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,COT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CP0_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CP4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CPJ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CPQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,CYU_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,D9G_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DAK_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DB8_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DCA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DCC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DDF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DEO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DEQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DGB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DGD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DGG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DHG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DI4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DID_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DKK_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DKT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DMY_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DN0_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DND_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DOL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DR7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DR9_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,DRA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,E55_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ED9_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,EG3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,EHA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ELA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ELD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,EM1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,EMH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ENA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ENB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ENP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,EP6_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,EPA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,EPH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,F23_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,F42_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,F6M_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,F6O_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,F9R_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FAB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FAD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FAE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FCX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FE1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FEP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FI8_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FJ0_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FR1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FRB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FRE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FRH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FRI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FUG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,FXG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,G65_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GAH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GCG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GEL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GL8_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GLE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GNF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GP3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GTA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GTG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,GTY_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,H4M_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HAL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HAZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HDC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HDS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HDY_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HMG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HOP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HSF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HXA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HXC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,HYC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,I12_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,I50_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,I6H_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IBI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IDB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IH4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,IK7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,INA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,INB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,J15_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,J78_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,J80_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,J8C_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,JAS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,JE2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,JEU_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,JHN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,JJH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,JNK_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,JPR_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,K3R_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,K5O_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,KAB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,KHF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,KLN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,KNT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,KOS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,L17_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,L1P_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,L24_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,L2P_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,L3P_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,L41_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,L75_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LBM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LDM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LEH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LHG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LIL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LIM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LK2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LK3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LMU_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LPS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LTD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LTX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,LYB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MA4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MAY_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MCA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MCN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MDE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MGM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MIM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MJV_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MK1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MK6_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MLC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MLD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MMI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MPG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MPZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MQ7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MRC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MS3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MWV_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MXP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MYP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,MYX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,N7R_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,N8E_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NAD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NAE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NAI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NAJ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NAP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NAQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NBC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NBP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NDA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NDC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NDP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NE6_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NHO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NMX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NOV_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NTU_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NXX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,NZQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,O8N_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ODD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ODT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,OFF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,OHM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,OHN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,OKA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,P1L_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,P30_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,P40_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,P48_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,P5S_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,P89_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PAD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PCM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PD7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PE5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PE7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PGM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PKF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PL3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PLM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PM4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PM5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PNF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PNT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PPX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PQN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PRT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PSI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PTG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PUA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,PVC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,Q8U_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,QCM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,QDH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,QFC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,QO4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,R03_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,R0Z_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,R19_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,R1L_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,R64_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,R71_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,R78_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,R79_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RA4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RA8_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RAP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RCL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RD8_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RFL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RGA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RGC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RIF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RIT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ROC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RR6_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RRX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RX5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RXD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RYO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,RYW_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,S1H_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,S4R_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SAE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SCA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SCO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SDZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SEI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SFA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SNA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SND_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SPF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SPR_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SPX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SQL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SQS_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SS4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,STE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,STI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SUD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SVR_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SXH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,SXO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,T3X_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,T4T_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,T57_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,T5A_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,T87_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,TAP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,TCH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,TD2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,TEL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,TF3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,THT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,TR1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,TS4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,TS5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,TUD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,TUI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,TUX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,TYK_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,TZ4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,TZ5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,U04_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,UAG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,UDH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,UK4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,ULA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,UMA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,UMG_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,UP5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,UR2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,V6G_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,VCA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,VIV_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,VS2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,VTQ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,VXI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,W35_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,W42_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,W43_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,W56_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,W59_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,W71_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,W8R_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,WVN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,X2N_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,X4U_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,XAT_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,XB7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,XC9_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,XIN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,XMJ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,XNH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,XR1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,Y9J_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,YG7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,YHR_ideal,11,11
